id_class;id_student;id_subject;score;rank
63;19062;65;2;Truot
64;19063;66;5;Trungbinh
65;19064;67;2;Truot
66;19065;68;2;Truot
67;19066;69;4;Trungbinh
68;19067;70;7;Kha
69;19068;71;4;Trungbinh
70;19069;72;1;Truot
71;19070;73;5;Trungbinh
72;19071;74;5;Trungbinh
73;19072;75;1;Truot
74;19073;76;1;Truot
75;19074;77;6;Kha
76;19075;78;3;Truot
77;19076;79;2;Truot
78;19077;80;5;Trungbinh
79;19078;81;7;Kha
80;19079;82;9;Xuat Sac
81;19080;83;2;Truot
82;19081;84;6;Kha
83;19082;85;4;Trungbinh
84;19083;86;4;Trungbinh
85;19084;87;9;Xuat Sac
86;19085;88;3;Truot
87;19086;89;7;Kha
88;19087;90;7;Kha
89;19088;91;6;Kha
90;19089;92;3;Truot
91;19090;93;5;Trungbinh
92;19091;94;4;Trungbinh
93;19092;95;5;Trungbinh
94;19093;96;7;Kha
95;19094;97;1;Truot
96;19095;98;9;Xuat Sac
97;19096;99;8;Gioi
98;19097;100;4;Trungbinh
99;19098;101;7;Kha
100;19099;102;7;Kha
101;19100;103;6;Kha
102;19101;104;9;Xuat Sac
103;19102;105;7;Kha
104;19103;106;8;Gioi
105;19104;107;9;Xuat Sac
106;19105;108;6;Kha
107;19106;109;4;Trungbinh
108;19107;110;1;Truot
109;19108;111;2;Truot
110;19109;112;9;Xuat Sac
111;19110;113;2;Truot
112;19111;114;6;Kha
113;19112;115;7;Kha
114;19113;116;6;Kha
115;19114;117;5;Trungbinh
116;19115;118;3;Truot
117;19116;119;1;Truot
118;19117;120;1;Truot
119;19118;121;2;Truot
120;19119;122;7;Kha
121;19120;123;2;Truot
122;19121;124;8;Gioi
123;19122;125;1;Truot
124;19123;126;7;Kha
125;19124;127;6;Kha
126;19125;128;7;Kha
127;19126;129;4;Trungbinh
128;19127;130;2;Truot
129;19128;131;2;Truot
130;19129;132;9;Xuat Sac
131;19130;133;7;Kha
132;19131;134;7;Kha
133;19132;135;9;Xuat Sac
134;19133;136;9;Xuat Sac
135;19134;137;5;Trungbinh
136;19135;138;1;Truot
137;19136;139;2;Truot
138;19137;140;5;Trungbinh
139;19138;141;6;Kha
140;19139;142;9;Xuat Sac
141;19140;143;2;Truot
142;19141;144;6;Kha
143;19142;145;6;Kha
144;19143;146;2;Truot
145;19144;147;8;Gioi
146;19145;148;5;Trungbinh
147;19146;149;8;Gioi
148;19147;150;3;Truot
149;19148;151;2;Truot
150;19149;152;3;Truot
151;19150;153;4;Trungbinh
152;19151;154;2;Truot
153;19152;155;5;Trungbinh
154;19153;156;7;Kha
155;19154;157;2;Truot
156;19155;158;7;Kha
157;19156;159;3;Truot
158;19157;160;8;Gioi
159;19158;161;5;Trungbinh
160;19159;162;1;Truot
161;19160;163;7;Kha
162;19161;164;9;Xuat Sac
163;19162;165;4;Trungbinh
164;19163;166;3;Truot
165;19164;167;3;Truot
166;19165;168;4;Trungbinh
167;19166;169;3;Truot
168;19167;170;8;Gioi
169;19168;171;4;Trungbinh
170;19169;172;7;Kha
171;19170;173;5;Trungbinh
172;19171;174;8;Gioi
173;19172;175;2;Truot
174;19173;176;9;Xuat Sac
175;19174;177;8;Gioi
176;19175;178;9;Xuat Sac
177;19176;179;8;Gioi
178;19177;180;4;Trungbinh
179;19178;181;9;Xuat Sac
180;19179;182;8;Gioi
181;19180;183;2;Truot
182;19181;184;9;Xuat Sac
183;19182;185;4;Trungbinh
184;19183;186;6;Kha
185;19184;187;9;Xuat Sac
186;19185;188;3;Truot
187;19186;189;9;Xuat Sac
188;19187;190;4;Trungbinh
189;19188;191;3;Truot
190;19189;192;1;Truot
191;19190;193;9;Xuat Sac
192;19191;194;7;Kha
193;19192;195;3;Truot
194;19193;196;2;Truot
195;19194;197;2;Truot
196;19195;198;4;Trungbinh
197;19196;199;5;Trungbinh
198;19197;200;1;Truot
199;19198;1;8;Gioi
200;19199;2;5;Trungbinh
201;19200;3;5;Trungbinh
202;19201;4;9;Xuat Sac
203;19202;5;3;Truot
204;19203;6;2;Truot
205;19204;7;8;Gioi
206;19205;8;3;Truot
207;19206;9;7;Kha
208;19207;10;3;Truot
209;19208;11;3;Truot
210;19209;12;4;Trungbinh
211;19210;13;1;Truot
212;19211;14;2;Truot
213;19212;15;3;Truot
214;19213;16;8;Gioi
215;19214;17;2;Truot
216;19215;18;5;Trungbinh
217;19216;19;7;Kha
218;19217;20;6;Kha
219;19218;21;4;Trungbinh
220;19219;22;7;Kha
221;19220;23;9;Xuat Sac
222;19221;24;8;Gioi
223;19222;25;7;Kha
224;19223;26;2;Truot
225;19224;27;5;Trungbinh
226;19225;28;2;Truot
227;19226;29;8;Gioi
228;19227;30;9;Xuat Sac
229;19228;31;3;Truot
230;19229;32;5;Trungbinh
231;19230;33;1;Truot
232;19231;34;3;Truot
233;19232;35;7;Kha
234;19233;36;6;Kha
235;19234;37;2;Truot
236;19235;38;4;Trungbinh
237;19236;39;2;Truot
238;19237;40;6;Kha
239;19238;41;4;Trungbinh
240;19239;42;9;Xuat Sac
241;19240;43;4;Trungbinh
242;19241;44;6;Kha
243;19242;45;5;Trungbinh
244;19243;46;5;Trungbinh
245;19244;47;5;Trungbinh
246;19245;48;3;Truot
247;19246;49;3;Truot
248;19247;50;5;Trungbinh
249;19248;51;8;Gioi
250;19249;52;5;Trungbinh
251;19250;53;4;Trungbinh
252;19251;54;3;Truot
253;19252;55;3;Truot
254;19253;56;3;Truot
255;19254;57;9;Xuat Sac
256;19255;58;6;Kha
257;19256;59;9;Xuat Sac
258;19257;60;1;Truot
259;19258;61;3;Truot
260;19259;62;9;Xuat Sac
261;19260;63;7;Kha
262;19261;64;6;Kha
263;19262;65;5;Trungbinh
264;19263;66;6;Kha
265;19264;67;5;Trungbinh
266;19265;68;1;Truot
267;19266;69;3;Truot
268;19267;70;3;Truot
269;19268;71;2;Truot
270;19269;72;5;Trungbinh
271;19270;73;9;Xuat Sac
272;19271;74;7;Kha
273;19272;75;4;Trungbinh
274;19273;76;9;Xuat Sac
275;19274;77;4;Trungbinh
276;19275;78;6;Kha
277;19276;79;1;Truot
278;19277;80;2;Truot
279;19278;81;3;Truot
280;19279;82;1;Truot
281;19280;83;3;Truot
282;19281;84;4;Trungbinh
283;19282;85;7;Kha
284;19283;86;6;Kha
285;19284;87;6;Kha
286;19285;88;7;Kha
287;19286;89;9;Xuat Sac
288;19287;90;5;Trungbinh
289;19288;91;5;Trungbinh
290;19289;92;3;Truot
291;19290;93;2;Truot
292;19291;94;1;Truot
293;19292;95;3;Truot
294;19293;96;9;Xuat Sac
295;19294;97;9;Xuat Sac
296;19295;98;6;Kha
297;19296;99;9;Xuat Sac
298;19297;100;5;Trungbinh
299;19298;101;4;Trungbinh
300;19299;102;1;Truot
301;19300;103;5;Trungbinh
302;19301;104;8;Gioi
303;19302;105;2;Truot
304;19303;106;5;Trungbinh
305;19304;107;2;Truot
306;19305;108;6;Kha
307;19306;109;7;Kha
308;19307;110;6;Kha
309;19308;111;8;Gioi
310;19309;112;2;Truot
311;19310;113;6;Kha
312;19311;114;8;Gioi
313;19312;115;5;Trungbinh
314;19313;116;8;Gioi
315;19314;117;8;Gioi
316;19315;118;6;Kha
317;19316;119;7;Kha
318;19317;120;9;Xuat Sac
319;19318;121;8;Gioi
320;19319;122;1;Truot
321;19320;123;3;Truot
322;19321;124;6;Kha
323;19322;125;4;Trungbinh
324;19323;126;5;Trungbinh
325;19324;127;5;Trungbinh
326;19325;128;1;Truot
327;19326;129;6;Kha
328;19327;130;7;Kha
329;19328;131;5;Trungbinh
330;19329;132;7;Kha
331;19330;133;4;Trungbinh
332;19331;134;8;Gioi
333;19332;135;2;Truot
334;19333;136;3;Truot
335;19334;137;5;Trungbinh
336;19335;138;6;Kha
337;19336;139;1;Truot
338;19337;140;9;Xuat Sac
339;19338;141;7;Kha
340;19339;142;7;Kha
341;19340;143;7;Kha
342;19341;144;1;Truot
343;19342;145;9;Xuat Sac
344;19343;146;3;Truot
345;19344;147;9;Xuat Sac
346;19345;148;9;Xuat Sac
347;19346;149;5;Trungbinh
348;19347;150;6;Kha
349;19348;151;8;Gioi
350;19349;152;3;Truot
351;19350;153;8;Gioi
352;19351;154;2;Truot
353;19352;155;2;Truot
354;19353;156;6;Kha
355;19354;157;8;Gioi
356;19355;158;1;Truot
357;19356;159;8;Gioi
358;19357;160;9;Xuat Sac
359;19358;161;4;Trungbinh
360;19359;162;7;Kha
361;19360;163;6;Kha
362;19361;164;9;Xuat Sac
363;19362;165;7;Kha
364;19363;166;3;Truot
365;19364;167;5;Trungbinh
366;19365;168;7;Kha
367;19366;169;3;Truot
368;19367;170;9;Xuat Sac
369;19368;171;2;Truot
370;19369;172;7;Kha
371;19370;173;6;Kha
372;19371;174;9;Xuat Sac
373;19372;175;8;Gioi
374;19373;176;7;Kha
375;19374;177;9;Xuat Sac
376;19375;178;5;Trungbinh
377;19376;179;2;Truot
378;19377;180;7;Kha
379;19378;181;4;Trungbinh
380;19379;182;8;Gioi
381;19380;183;6;Kha
382;19381;184;6;Kha
383;19382;185;6;Kha
384;19383;186;9;Xuat Sac
385;19384;187;8;Gioi
386;19385;188;5;Trungbinh
387;19386;189;5;Trungbinh
388;19387;190;5;Trungbinh
389;19388;191;6;Kha
390;19389;192;5;Trungbinh
391;19390;193;2;Truot
392;19391;194;1;Truot
393;19392;195;3;Truot
394;19393;196;8;Gioi
395;19394;197;1;Truot
396;19395;198;1;Truot
397;19396;199;9;Xuat Sac
398;19397;200;5;Trungbinh
399;19398;1;9;Xuat Sac
400;19399;2;8;Gioi
401;19400;3;2;Truot
402;19401;4;9;Xuat Sac
403;19402;5;1;Truot
404;19403;6;2;Truot
405;19404;7;6;Kha
406;19405;8;4;Trungbinh
407;19406;9;6;Kha
408;19407;10;2;Truot
409;19408;11;5;Trungbinh
410;19409;12;7;Kha
411;19410;13;1;Truot
412;19411;14;6;Kha
413;19412;15;7;Kha
414;19413;16;2;Truot
415;19414;17;4;Trungbinh
416;19415;18;2;Truot
417;19416;19;3;Truot
418;19417;20;6;Kha
419;19418;21;5;Trungbinh
420;19419;22;6;Kha
421;19420;23;3;Truot
422;19421;24;7;Kha
423;19422;25;7;Kha
424;19423;26;1;Truot
425;19424;27;9;Xuat Sac
426;19425;28;9;Xuat Sac
427;19426;29;8;Gioi
428;19427;30;6;Kha
429;19428;31;3;Truot
430;19429;32;8;Gioi
431;19430;33;1;Truot
432;19431;34;8;Gioi
433;19432;35;2;Truot
434;19433;36;6;Kha
435;19434;37;1;Truot
436;19435;38;6;Kha
437;19436;39;6;Kha
438;19437;40;1;Truot
439;19438;41;5;Trungbinh
440;19439;42;7;Kha
441;19440;43;2;Truot
442;19441;44;5;Trungbinh
443;19442;45;7;Kha
444;19443;46;9;Xuat Sac
445;19444;47;2;Truot
446;19445;48;9;Xuat Sac
447;19446;49;3;Truot
448;19447;50;7;Kha
449;19448;51;4;Trungbinh
450;19449;52;6;Kha
451;19450;53;8;Gioi
452;19451;54;7;Kha
453;19452;55;2;Truot
454;19453;56;9;Xuat Sac
455;19454;57;5;Trungbinh
456;19455;58;5;Trungbinh
457;19456;59;1;Truot
458;19457;60;3;Truot
459;19458;61;8;Gioi
460;19459;62;5;Trungbinh
461;19460;63;2;Truot
462;19461;64;2;Truot
463;19462;65;1;Truot
464;19463;66;4;Trungbinh
465;19464;67;8;Gioi
466;19465;68;7;Kha
467;19466;69;2;Truot
468;19467;70;7;Kha
469;19468;71;1;Truot
470;19469;72;7;Kha
471;19470;73;4;Trungbinh
472;19471;74;8;Gioi
473;19472;75;3;Truot
474;19473;76;7;Kha
475;19474;77;7;Kha
476;19475;78;1;Truot
477;19476;79;6;Kha
478;19477;80;9;Xuat Sac
479;19478;81;9;Xuat Sac
480;19479;82;2;Truot
481;19480;83;8;Gioi
482;19481;84;4;Trungbinh
483;19482;85;4;Trungbinh
484;19483;86;3;Truot
485;19484;87;6;Kha
486;19485;88;1;Truot
487;19486;89;9;Xuat Sac
488;19487;90;7;Kha
489;19488;91;7;Kha
490;19489;92;5;Trungbinh
491;19490;93;5;Trungbinh
492;19491;94;2;Truot
493;19492;95;2;Truot
494;19493;96;2;Truot
495;19494;97;9;Xuat Sac
496;19495;98;1;Truot
497;19496;99;2;Truot
498;19497;100;5;Trungbinh
499;19498;101;1;Truot
500;19499;102;2;Truot
501;19500;103;6;Kha
502;19501;104;6;Kha
503;19502;105;1;Truot
504;19503;106;2;Truot
505;19504;107;5;Trungbinh
506;19505;108;6;Kha
507;19506;109;4;Trungbinh
508;19507;110;6;Kha
509;19508;111;2;Truot
510;19509;112;6;Kha
511;19510;113;2;Truot
512;19511;114;2;Truot
513;19512;115;1;Truot
514;19513;116;9;Xuat Sac
515;19514;117;5;Trungbinh
516;19515;118;3;Truot
517;19516;119;6;Kha
518;19517;120;3;Truot
519;19518;121;9;Xuat Sac
520;19519;122;6;Kha
521;19520;123;4;Trungbinh
522;19521;124;1;Truot
523;19522;125;3;Truot
524;19523;126;3;Truot
525;19524;127;6;Kha
526;19525;128;1;Truot
527;19526;129;5;Trungbinh
528;19527;130;7;Kha
529;19528;131;9;Xuat Sac
530;19529;132;7;Kha
531;19530;133;8;Gioi
532;19531;134;6;Kha
533;19532;135;4;Trungbinh
534;19533;136;4;Trungbinh
535;19534;137;7;Kha
536;19535;138;2;Truot
537;19536;139;2;Truot
538;19537;140;7;Kha
539;19538;141;9;Xuat Sac
540;19539;142;1;Truot
541;19540;143;8;Gioi
542;19541;144;8;Gioi
543;19542;145;4;Trungbinh
544;19543;146;9;Xuat Sac
545;19544;147;6;Kha
546;19545;148;4;Trungbinh
547;19546;149;7;Kha
548;19547;150;5;Trungbinh
549;19548;151;6;Kha
550;19549;152;9;Xuat Sac
551;19550;153;2;Truot
552;19551;154;1;Truot
553;19552;155;9;Xuat Sac
554;19553;156;1;Truot
555;19554;157;1;Truot
556;19555;158;7;Kha
557;19556;159;1;Truot
558;19557;160;5;Trungbinh
559;19558;161;5;Trungbinh
560;19559;162;2;Truot
561;19560;163;9;Xuat Sac
562;19561;164;3;Truot
563;19562;165;6;Kha
564;19563;166;6;Kha
565;19564;167;3;Truot
566;19565;168;8;Gioi
567;19566;169;7;Kha
568;19567;170;3;Truot
569;19568;171;8;Gioi
570;19569;172;3;Truot
571;19570;173;6;Kha
572;19571;174;5;Trungbinh
573;19572;175;5;Trungbinh
574;19573;176;3;Truot
575;19574;177;1;Truot
576;19575;178;9;Xuat Sac
577;19576;179;8;Gioi
578;19577;180;9;Xuat Sac
579;19578;181;2;Truot
580;19579;182;6;Kha
581;19580;183;6;Kha
582;19581;184;9;Xuat Sac
583;19582;185;6;Kha
584;19583;186;4;Trungbinh
585;19584;187;4;Trungbinh
586;19585;188;6;Kha
587;19586;189;1;Truot
588;19587;190;6;Kha
589;19588;191;1;Truot
590;19589;192;7;Kha
591;19590;193;4;Trungbinh
592;19591;194;2;Truot
593;19592;195;2;Truot
594;19593;196;2;Truot
595;19594;197;8;Gioi
596;19595;198;7;Kha
597;19596;199;5;Trungbinh
598;19597;200;3;Truot
599;19598;1;8;Gioi
600;19599;2;8;Gioi
601;19600;3;7;Kha
602;19601;4;8;Gioi
603;19602;5;6;Kha
604;19603;6;4;Trungbinh
605;19604;7;5;Trungbinh
606;19605;8;9;Xuat Sac
607;19606;9;1;Truot
608;19607;10;2;Truot
609;19608;11;1;Truot
610;19609;12;6;Kha
611;19610;13;7;Kha
612;19611;14;5;Trungbinh
613;19612;15;4;Trungbinh
614;19613;16;6;Kha
615;19614;17;2;Truot
616;19615;18;8;Gioi
617;19616;19;9;Xuat Sac
618;19617;20;5;Trungbinh
619;19618;21;9;Xuat Sac
620;19619;22;1;Truot
621;19620;23;6;Kha
622;19621;24;4;Trungbinh
623;19622;25;5;Trungbinh
624;19623;26;3;Truot
625;19624;27;9;Xuat Sac
626;19625;28;3;Truot
627;19626;29;3;Truot
628;19627;30;3;Truot
629;19628;31;8;Gioi
630;19629;32;7;Kha
631;19630;33;4;Trungbinh
632;19631;34;1;Truot
633;19632;35;2;Truot
634;19633;36;5;Trungbinh
635;19634;37;3;Truot
636;19635;38;9;Xuat Sac
637;19636;39;8;Gioi
638;19637;40;6;Kha
639;19638;41;4;Trungbinh
640;19639;42;6;Kha
641;19640;43;9;Xuat Sac
642;19641;44;9;Xuat Sac
643;19642;45;1;Truot
644;19643;46;1;Truot
645;19644;47;2;Truot
646;19645;48;7;Kha
647;19646;49;2;Truot
648;19647;50;2;Truot
649;19648;51;1;Truot
650;19649;52;2;Truot
651;19650;53;9;Xuat Sac
652;19651;54;2;Truot
653;19652;55;3;Truot
654;19653;56;5;Trungbinh
655;19654;57;3;Truot
656;19655;58;7;Kha
657;19656;59;9;Xuat Sac
658;19657;60;3;Truot
659;19658;61;4;Trungbinh
660;19659;62;2;Truot
661;19660;63;5;Trungbinh
662;19661;64;3;Truot
663;19662;65;4;Trungbinh
664;19663;66;8;Gioi
665;19664;67;2;Truot
666;19665;68;1;Truot
667;19666;69;4;Trungbinh
668;19667;70;3;Truot
669;19668;71;3;Truot
670;19669;72;8;Gioi
671;19670;73;8;Gioi
672;19671;74;9;Xuat Sac
673;19672;75;6;Kha
674;19673;76;1;Truot
675;19674;77;2;Truot
676;19675;78;6;Kha
677;19676;79;1;Truot
678;19677;80;6;Kha
679;19678;81;6;Kha
680;19679;82;3;Truot
681;19680;83;8;Gioi
682;19681;84;7;Kha
683;19682;85;7;Kha
684;19683;86;8;Gioi
685;19684;87;6;Kha
686;19685;88;4;Trungbinh
687;19686;89;2;Truot
688;19687;90;7;Kha
689;19688;91;5;Trungbinh
690;19689;92;1;Truot
691;19690;93;5;Trungbinh
692;19691;94;9;Xuat Sac
693;19692;95;8;Gioi
694;19693;96;7;Kha
695;19694;97;5;Trungbinh
696;19695;98;4;Trungbinh
697;19696;99;8;Gioi
698;19697;100;7;Kha
699;19698;101;8;Gioi
700;19699;102;7;Kha
701;19700;103;6;Kha
702;19701;104;2;Truot
703;19702;105;9;Xuat Sac
704;19703;106;7;Kha
705;19704;107;6;Kha
706;19705;108;5;Trungbinh
707;19706;109;7;Kha
708;19707;110;2;Truot
709;19708;111;5;Trungbinh
710;19709;112;6;Kha
711;19710;113;3;Truot
712;19711;114;1;Truot
713;19712;115;9;Xuat Sac
714;19713;116;6;Kha
715;19714;117;1;Truot
716;19715;118;6;Kha
717;19716;119;9;Xuat Sac
718;19717;120;9;Xuat Sac
719;19718;121;3;Truot
720;19719;122;5;Trungbinh
721;19720;123;2;Truot
722;19721;124;7;Kha
723;19722;125;7;Kha
724;19723;126;9;Xuat Sac
725;19724;127;7;Kha
726;19725;128;9;Xuat Sac
727;19726;129;4;Trungbinh
728;19727;130;9;Xuat Sac
729;19728;131;7;Kha
730;19729;132;8;Gioi
731;19730;133;8;Gioi
732;19731;134;8;Gioi
733;19732;135;3;Truot
734;19733;136;7;Kha
735;19734;137;8;Gioi
736;19735;138;7;Kha
737;19736;139;7;Kha
738;19737;140;1;Truot
739;19738;141;1;Truot
740;19739;142;9;Xuat Sac
741;19740;143;7;Kha
742;19741;144;2;Truot
743;19742;145;3;Truot
744;19743;146;4;Trungbinh
745;19744;147;5;Trungbinh
746;19745;148;1;Truot
747;19746;149;9;Xuat Sac
748;19747;150;3;Truot
749;19748;151;9;Xuat Sac
750;19749;152;4;Trungbinh
751;19750;153;5;Trungbinh
752;19751;154;5;Trungbinh
753;19752;155;1;Truot
754;19753;156;8;Gioi
755;19754;157;6;Kha
756;19755;158;2;Truot
757;19756;159;3;Truot
758;19757;160;4;Trungbinh
759;19758;161;9;Xuat Sac
760;19759;162;8;Gioi
761;19760;163;6;Kha
762;19761;164;8;Gioi
763;19762;165;6;Kha
764;19763;166;3;Truot
765;19764;167;3;Truot
766;19765;168;6;Kha
767;19766;169;8;Gioi
768;19767;170;8;Gioi
769;19768;171;2;Truot
770;19769;172;8;Gioi
771;19770;173;5;Trungbinh
772;19771;174;6;Kha
773;19772;175;8;Gioi
774;19773;176;1;Truot
775;19774;177;5;Trungbinh
776;19775;178;2;Truot
777;19776;179;8;Gioi
778;19777;180;6;Kha
779;19778;181;4;Trungbinh
780;19779;182;4;Trungbinh
781;19780;183;5;Trungbinh
782;19781;184;8;Gioi
783;19782;185;7;Kha
784;19783;186;3;Truot
785;19784;187;1;Truot
786;19785;188;2;Truot
787;19786;189;8;Gioi
788;19787;190;7;Kha
789;19788;191;3;Truot
790;19789;192;9;Xuat Sac
791;19790;193;1;Truot
792;19791;194;8;Gioi
793;19792;195;4;Trungbinh
794;19793;196;8;Gioi
795;19794;197;4;Trungbinh
796;19795;198;6;Kha
797;19796;199;1;Truot
798;19797;200;4;Trungbinh
799;19798;1;4;Trungbinh
800;19799;2;8;Gioi
801;19800;3;6;Kha
802;19801;4;2;Truot
803;19802;5;2;Truot
804;19803;6;6;Kha
805;19804;7;6;Kha
806;19805;8;8;Gioi
807;19806;9;7;Kha
808;19807;10;5;Trungbinh
809;19808;11;2;Truot
810;19809;12;5;Trungbinh
811;19810;13;4;Trungbinh
812;19811;14;6;Kha
813;19812;15;8;Gioi
814;19813;16;7;Kha
815;19814;17;5;Trungbinh
816;19815;18;8;Gioi
817;19816;19;8;Gioi
818;19817;20;4;Trungbinh
819;19818;21;9;Xuat Sac
820;19819;22;4;Trungbinh
821;19820;23;2;Truot
822;19821;24;5;Trungbinh
823;19822;25;8;Gioi
824;19823;26;3;Truot
825;19824;27;7;Kha
826;19825;28;3;Truot
827;19826;29;3;Truot
828;19827;30;8;Gioi
829;19828;31;1;Truot
830;19829;32;5;Trungbinh
831;19830;33;8;Gioi
832;19831;34;3;Truot
833;19832;35;5;Trungbinh
834;19833;36;2;Truot
835;19834;37;2;Truot
836;19835;38;4;Trungbinh
837;19836;39;6;Kha
838;19837;40;6;Kha
839;19838;41;5;Trungbinh
840;19839;42;7;Kha
841;19840;43;1;Truot
842;19841;44;7;Kha
843;19842;45;4;Trungbinh
844;19843;46;6;Kha
845;19844;47;9;Xuat Sac
846;19845;48;4;Trungbinh
847;19846;49;9;Xuat Sac
848;19847;50;8;Gioi
849;19848;51;8;Gioi
850;19849;52;8;Gioi
851;19850;53;1;Truot
852;19851;54;5;Trungbinh
853;19852;55;3;Truot
854;19853;56;9;Xuat Sac
855;19854;57;6;Kha
856;19855;58;4;Trungbinh
857;19856;59;3;Truot
858;19857;60;6;Kha
859;19858;61;2;Truot
860;19859;62;2;Truot
861;19860;63;1;Truot
862;19861;64;9;Xuat Sac
863;19862;65;5;Trungbinh
864;19863;66;7;Kha
865;19864;67;3;Truot
866;19865;68;8;Gioi
867;19866;69;1;Truot
868;19867;70;6;Kha
869;19868;71;6;Kha
870;19869;72;6;Kha
871;19870;73;9;Xuat Sac
872;19871;74;9;Xuat Sac
873;19872;75;5;Trungbinh
874;19873;76;6;Kha
875;19874;77;7;Kha
876;19875;78;4;Trungbinh
877;19876;79;6;Kha
878;19877;80;1;Truot
879;19878;81;2;Truot
880;19879;82;9;Xuat Sac
881;19880;83;4;Trungbinh
882;19881;84;4;Trungbinh
883;19882;85;9;Xuat Sac
884;19883;86;9;Xuat Sac
885;19884;87;8;Gioi
886;19885;88;5;Trungbinh
887;19886;89;5;Trungbinh
888;19887;90;8;Gioi
889;19888;91;8;Gioi
890;19889;92;3;Truot
891;19890;93;3;Truot
892;19891;94;9;Xuat Sac
893;19892;95;8;Gioi
894;19893;96;8;Gioi
895;19894;97;4;Trungbinh
896;19895;98;8;Gioi
897;19896;99;6;Kha
898;19897;100;2;Truot
899;19898;101;9;Xuat Sac
900;19899;102;9;Xuat Sac
901;19900;103;4;Trungbinh
902;19901;104;9;Xuat Sac
903;19902;105;2;Truot
904;19903;106;1;Truot
905;19904;107;9;Xuat Sac
906;19905;108;6;Kha
907;19906;109;3;Truot
908;19907;110;6;Kha
909;19908;111;3;Truot
910;19909;112;4;Trungbinh
911;19910;113;9;Xuat Sac
912;19911;114;2;Truot
913;19912;115;6;Kha
914;19913;116;4;Trungbinh
915;19914;117;3;Truot
916;19915;118;3;Truot
917;19916;119;8;Gioi
918;19917;120;2;Truot
919;19918;121;9;Xuat Sac
920;19919;122;5;Trungbinh
921;19920;123;6;Kha
922;19921;124;2;Truot
923;19922;125;5;Trungbinh
924;19923;126;1;Truot
925;19924;127;9;Xuat Sac
926;19925;128;8;Gioi
927;19926;129;3;Truot
928;19927;130;3;Truot
929;19928;131;7;Kha
930;19929;132;3;Truot
931;19930;133;7;Kha
932;19931;134;4;Trungbinh
933;19932;135;7;Kha
934;19933;136;3;Truot
935;19934;137;3;Truot
936;19935;138;5;Trungbinh
937;19936;139;6;Kha
938;19937;140;7;Kha
939;19938;141;7;Kha
940;19939;142;9;Xuat Sac
941;19940;143;5;Trungbinh
942;19941;144;2;Truot
943;19942;145;7;Kha
944;19943;146;1;Truot
945;19944;147;8;Gioi
946;19945;148;6;Kha
947;19946;149;1;Truot
948;19947;150;7;Kha
949;19948;151;8;Gioi
950;19949;152;4;Trungbinh
951;19950;153;9;Xuat Sac
952;19951;154;7;Kha
953;19952;155;9;Xuat Sac
954;19953;156;7;Kha
955;19954;157;3;Truot
956;19955;158;8;Gioi
957;19956;159;9;Xuat Sac
958;19957;160;7;Kha
959;19958;161;8;Gioi
960;19959;162;7;Kha
961;19960;163;3;Truot
962;19961;164;1;Truot
963;19962;165;3;Truot
964;19963;166;8;Gioi
965;19964;167;3;Truot
966;19965;168;1;Truot
967;19966;169;9;Xuat Sac
968;19967;170;5;Trungbinh
969;19968;171;7;Kha
970;19969;172;6;Kha
971;19970;173;5;Trungbinh
972;19971;174;8;Gioi
973;19972;175;1;Truot
974;19973;176;6;Kha
975;19974;177;1;Truot
976;19975;178;9;Xuat Sac
977;19976;179;9;Xuat Sac
978;19977;180;1;Truot
979;19978;181;3;Truot
980;19979;182;5;Trungbinh
981;19980;183;9;Xuat Sac
982;19981;184;5;Trungbinh
983;19982;185;8;Gioi
984;19983;186;2;Truot
985;19984;187;5;Trungbinh
986;19985;188;8;Gioi
987;19986;189;4;Trungbinh
988;19987;190;9;Xuat Sac
989;19988;191;5;Trungbinh
990;19989;192;1;Truot
991;19990;193;3;Truot
992;19991;194;7;Kha
993;19992;195;9;Xuat Sac
994;19993;196;1;Truot
995;19994;197;6;Kha
996;19995;198;8;Gioi
997;19996;199;7;Kha
998;19997;200;9;Xuat Sac
999;19998;1;4;Trungbinh
1000;19999;2;7;Kha
1;21000;4;5;Trungbinh
2;21001;5;9;Xuat Sac
3;21002;6;5;Trungbinh
4;21003;7;5;Trungbinh
5;21004;8;4;Trungbinh
6;21005;9;2;Truot
7;21006;10;6;Kha
8;21007;11;5;Trungbinh
9;21008;12;2;Truot
10;21009;13;2;Truot
11;21010;14;5;Trungbinh
12;21011;15;4;Trungbinh
13;21012;16;1;Truot
14;21013;17;7;Kha
15;21014;18;6;Kha
16;21015;19;4;Trungbinh
17;21016;20;7;Kha
18;21017;21;5;Trungbinh
19;21018;22;5;Trungbinh
20;21019;23;8;Gioi
21;21020;24;1;Truot
22;21021;25;5;Trungbinh
23;21022;26;1;Truot
24;21023;27;3;Truot
25;21024;28;5;Trungbinh
26;21025;29;6;Kha
27;21026;30;3;Truot
28;21027;31;5;Trungbinh
29;21028;32;1;Truot
30;21029;33;1;Truot
31;21030;34;4;Trungbinh
32;21031;35;4;Trungbinh
33;21032;36;9;Xuat Sac
34;21033;37;7;Kha
35;21034;38;9;Xuat Sac
36;21035;39;9;Xuat Sac
37;21036;40;6;Kha
38;21037;41;5;Trungbinh
39;21038;42;8;Gioi
40;21039;43;3;Truot
41;21040;44;6;Kha
42;21041;45;1;Truot
43;21042;46;5;Trungbinh
44;21043;47;7;Kha
